date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:18:45	33340/33340	---M--	200	added ('OK')	image/jpeg	etag:%22674066b2d466d51:0%22	https://grandetest.com/theme/edumy-html/images/courses/t1.jpg	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/courses/t1.jpg	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:45	21972/21972	---M--	200	added ('OK')	image/jpeg	etag:%22e8636afd466d51:0%22	https://grandetest.com/theme/edumy-html/images/courses/t2.jpg	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/courses/t2.jpg	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:45	20154/20154	---M--	200	added ('OK')	image/jpeg	etag:%224e31d9aed466d51:0%22	https://grandetest.com/theme/edumy-html/images/courses/t3.jpg	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/courses/t3.jpg	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:45	17666/17666	---M--	200	added ('OK')	image/jpeg	etag:%221ed56aed466d51:0%22	https://grandetest.com/theme/edumy-html/images/courses/t4.jpg	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/courses/t4.jpg	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:45	19958/19958	---M--	200	added ('OK')	image/jpeg	etag:%22c541c5aed466d51:0%22	https://grandetest.com/theme/edumy-html/images/courses/t5.jpg	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/courses/t5.jpg	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:46	33979/33979	---M--	200	added ('OK')	image/jpeg	etag:%22802493b2d466d51:0%22	https://grandetest.com/theme/edumy-html/images/courses/t6.jpg	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/courses/t6.jpg	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:46	22939/22939	---M--	200	added ('OK')	image/jpeg	etag:%22c84220afd466d51:0%22	https://grandetest.com/theme/edumy-html/images/courses/t7.jpg	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/courses/t7.jpg	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:46	22288/22288	---M--	200	added ('OK')	image/jpeg	etag:%2263378afd466d51:0%22	https://grandetest.com/theme/edumy-html/images/courses/t8.jpg	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/courses/t8.jpg	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:46	2207/2207	---M--	200	added ('OK')	image/jpeg	etag:%22627b32a9d466d51:0%22	https://grandetest.com/theme/edumy-html/images/testimonial/1.jpg	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/testimonial/1.jpg	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:47	3612/3612	---M--	200	added ('OK')	image/jpeg	etag:%22e2884aaad466d51:0%22	https://grandetest.com/theme/edumy-html/images/testimonial/2.jpg	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/testimonial/2.jpg	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:47	2353/2353	---M--	200	added ('OK')	image/jpeg	etag:%22299d44a9d466d51:0%22	https://grandetest.com/theme/edumy-html/images/testimonial/3.jpg	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/testimonial/3.jpg	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:47	3898/3898	---M--	200	added ('OK')	image/jpeg	etag:%22cd3be1aad466d51:0%22	https://grandetest.com/theme/edumy-html/images/testimonial/4.jpg	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/testimonial/4.jpg	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:47	47802/47802	---M--	200	added ('OK')	image/jpeg	etag:%22f93566b5d466d51:0%22	https://grandetest.com/theme/edumy-html/images/blog/1.jpg	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/blog/1.jpg	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:47	47802/47802	---M--	200	added ('OK')	image/jpeg	etag:%22c9be6fb5d466d51:0%22	https://grandetest.com/theme/edumy-html/images/blog/1a.jpg	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/blog/1a.jpg	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:48	47802/47802	---M--	200	added ('OK')	image/jpeg	etag:%2263fa6ab5d466d51:0%22	https://grandetest.com/theme/edumy-html/images/blog/1b.jpg	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/blog/1b.jpg	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:48	52402/52402	---M--	200	added ('OK')	image/jpeg	etag:%22667afcb5d466d51:0%22	https://grandetest.com/theme/edumy-html/images/blog/2.jpg	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/blog/2.jpg	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:48	54611/54611	---M--	200	added ('OK')	image/jpeg	etag:%22a8c7ab6d466d51:0%22	https://grandetest.com/theme/edumy-html/images/blog/3.jpg	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/blog/3.jpg	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:48	182776/182776	---M--	200	added ('OK')	image/png	etag:%22f6ce91b9d466d51:0%22	https://grandetest.com/theme/edumy-html/images/resource/phone_home.png	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/resource/phone_home.png	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:49	757/757	---M--	200	added ('OK')	image/png	etag:%22ff46f1a7d466d51:0%22	https://grandetest.com/theme/edumy-html/images/partners/1.png	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/partners/1.png	(from https://grandetest.com/theme/edumy-html/index.html)
